"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/10/2025";"1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01/10/2025";"1400";"19,1";"19,1";"17,9";"90,0";"98,0";"89,0";"17,5";"17,8";"17,0";"928,4";"928,6";"928,4";"";"195,0";"";"1605,40";"0,0"
"01/10/2025";"1500";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01/10/2025";"1600";"19,4";"19,5";"19,2";"92,0";"94,0";"90,0";"18,0";"18,3";"17,7";"927,8";"928,4";"927,8";"";"194,0";"";"1621,00";"0,0"
"01/10/2025";"1700";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01/10/2025";"1800";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01/10/2025";"1900";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01/10/2025";"2000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01/10/2025";"2100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01/10/2025";"2200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01/10/2025";"2300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02/10/2025";"0000";"17,9";"18,1";"17,8";"100,0";"100,0";"98,0";"17,8";"17,9";"17,8";"928,1";"928,1";"927,7";"";"200,0";"";"";"0,0"
"02/10/2025";"0100";"17,7";"17,9";"17,7";"99,0";"100,0";"98,0";"17,4";"17,8";"17,4";"928,1";"928,3";"928,0";"";"205,0";"";"";"0,0"
"02/10/2025";"0200";"17,4";"17,7";"17,3";"100,0";"100,0";"99,0";"17,4";"17,4";"17,3";"927,9";"928,3";"927,9";"";"205,0";"";"";"0,0"
"02/10/2025";"0300";"17,3";"17,5";"17,2";"98,0";"100,0";"98,0";"17,0";"17,5";"17,0";"927,3";"927,9";"927,3";"";"233,0";"";"";"0,0"
"02/10/2025";"0400";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02/10/2025";"0500";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02/10/2025";"0600";"17,5";"17,6";"17,5";"91,0";"91,0";"90,0";"16,0";"16,1";"16,0";"925,7";"925,7";"925,5";"";"241,0";"";"";"0,0"
"02/10/2025";"0700";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02/10/2025";"0800";"17,4";"17,6";"17,3";"92,0";"93,0";"91,0";"16,1";"16,1";"16,0";"925,9";"925,9";"925,3";"";"240,0";"";"";"0,0"
"02/10/2025";"0900";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02/10/2025";"1000";"17,7";"17,7";"17,4";"91,0";"92,0";"91,0";"16,3";"16,3";"16,2";"927,2";"927,2";"926,5";"";"245,0";"";"84,60";"0,0"
"02/10/2025";"1100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02/10/2025";"1200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02/10/2025";"1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02/10/2025";"1400";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02/10/2025";"1500";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02/10/2025";"1600";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02/10/2025";"1700";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02/10/2025";"1800";"23,9";"24,5";"23,8";"69,0";"69,0";"65,0";"17,8";"18,3";"17,3";"925,4";"926,2";"925,4";"";"245,0";"";"1503,50";"0,0"
"02/10/2025";"1900";"23,0";"24,1";"23,0";"86,0";"86,0";"67,0";"20,5";"20,5";"17,6";"925,4";"925,4";"925,2";"";"232,0";"";"582,30";"0,0"
"02/10/2025";"2000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02/10/2025";"2100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02/10/2025";"2200";"17,7";"19,7";"17,6";"100,0";"100,0";"99,0";"17,7";"19,6";"17,6";"927,6";"927,6";"926,4";"";"232,0";"";"2,40";"36,2"
"02/10/2025";"2300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03/10/2025";"0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03/10/2025";"0100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03/10/2025";"0200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03/10/2025";"0300";"16,9";"17,2";"16,8";"97,0";"100,0";"97,0";"16,4";"17,2";"16,4";"927,0";"927,5";"927,0";"";"250,0";"";"1,00";"0,0"
"03/10/2025";"0400";"16,8";"16,9";"16,7";"97,0";"98,0";"97,0";"16,3";"16,5";"16,3";"925,6";"927,1";"925,6";"";"236,0";"";"";"0,4"
"03/10/2025";"0500";"16,6";"16,8";"16,6";"99,0";"99,0";"96,0";"16,4";"16,5";"16,2";"924,7";"925,6";"924,7";"";"240,0";"";"";"0,2"
"03/10/2025";"0600";"16,6";"16,6";"16,6";"99,0";"99,0";"99,0";"16,4";"16,5";"16,4";"923,7";"924,8";"923,7";"";"240,0";"";"";"0,0"
"03/10/2025";"0700";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03/10/2025";"0800";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03/10/2025";"0900";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03/10/2025";"1000";"16,4";"16,4";"16,3";"100,0";"100,0";"100,0";"16,4";"16,4";"16,3";"925,4";"925,4";"924,4";"";"206,0";"";"29,00";"0,0"
"03/10/2025";"1100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03/10/2025";"1200";"16,6";"16,7";"16,6";"";"";"";"";"";"";"926,7";"926,7";"926,4";"";"200,0";"";"202,60";"0,2"
"03/10/2025";"1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03/10/2025";"1400";"16,9";"16,9";"16,7";"";"";"";"";"";"";"926,7";"926,9";"926,7";"";"204,0";"";"540,60";"0,0"
"03/10/2025";"1500";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03/10/2025";"1600";"17,1";"17,1";"16,9";"";"";"";"";"";"";"925,3";"926,4";"925,3";"";"206,0";"";"605,20";"0,0"
"03/10/2025";"1700";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03/10/2025";"1800";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03/10/2025";"1900";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03/10/2025";"2000";"18,0";"18,7";"17,9";"98,0";"98,0";"94,0";"17,7";"18,2";"17,3";"923,0";"923,2";"922,9";"";"236,0";"";"960,10";"0,0"
"03/10/2025";"2100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03/10/2025";"2200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03/10/2025";"2300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"04/10/2025";"0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"04/10/2025";"0100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"04/10/2025";"0200";"16,5";"16,5";"16,4";"";"100,0";"100,0";"";"";"";"922,9";"923,2";"922,9";"";"245,0";"";"";"0,0"
"04/10/2025";"0300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"04/10/2025";"0400";"16,3";"16,5";"16,3";"100,0";"100,0";"100,0";"16,3";"16,5";"16,3";"922,5";"922,8";"922,5";"";"242,0";"";"";"0,0"
"04/10/2025";"0500";"16,3";"16,4";"16,2";"99,0";"100,0";"99,0";"16,2";"16,4";"16,2";"921,9";"922,5";"921,9";"";"231,0";"";"";"0,0"
"04/10/2025";"0600";"16,4";"16,4";"16,3";"97,0";"99,0";"97,0";"15,9";"16,2";"15,9";"921,3";"921,9";"921,3";"";"223,0";"";"";"0,0"
"04/10/2025";"0700";"16,6";"16,6";"16,4";"94,0";"97,0";"93,0";"15,6";"15,9";"15,6";"921,2";"921,3";"921,1";"";"225,0";"";"";"0,0"
"04/10/2025";"0800";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"04/10/2025";"0900";"17,0";"17,0";"16,8";"88,0";"92,0";"88,0";"15,1";"15,4";"15,1";"922,1";"922,1";"921,5";"";"215,0";"";"";"0,0"
"04/10/2025";"1000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"04/10/2025";"1100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"04/10/2025";"1200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"04/10/2025";"1300";"21,1";"21,1";"19,8";"72,0";"77,0";"68,0";"15,9";"16,3";"15,0";"924,0";"924,0";"923,8";"";"217,0";"";"2264,20";"0,0"
"04/10/2025";"1400";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"04/10/2025";"1500";"23,2";"23,2";"22,1";"65,0";"73,0";"62,0";"16,3";"17,0";"15,3";"923,1";"923,5";"923,0";"";"201,0";"";"3438,30";"0,0"
"04/10/2025";"1600";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"04/10/2025";"1700";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"04/10/2025";"1800";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"04/10/2025";"1900";"26,3";"26,4";"25,9";"55,0";"57,0";"52,0";"16,6";"16,7";"15,6";"920,6";"920,8";"920,5";"";"208,0";"";"2177,20";"0,0"
"04/10/2025";"2000";"26,3";"26,5";"26,2";"56,0";"57,0";"52,0";"16,9";"17,1";"15,8";"920,3";"920,6";"920,3";"";"207,0";"";"1383,40";"0,0"
"04/10/2025";"2100";"25,2";"26,4";"25,2";"63,0";"63,0";"56,0";"17,6";"17,7";"17,0";"920,2";"920,3";"920,0";"";"234,0";"";"486,50";"0,0"
"04/10/2025";"2200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"04/10/2025";"2300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05/10/2025";"0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05/10/2025";"0100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05/10/2025";"0200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05/10/2025";"0300";"23,5";"23,5";"23,3";"60,0";"65,0";"60,0";"15,4";"16,4";"15,4";"921,1";"921,3";"921,1";"";"230,0";"";"";"0,0"
"05/10/2025";"0400";"23,1";"23,7";"23,1";"60,0";"61,0";"59,0";"14,9";"15,4";"14,8";"920,9";"921,2";"920,9";"";"228,0";"";"";"0,0"
"05/10/2025";"0500";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05/10/2025";"0600";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05/10/2025";"0700";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05/10/2025";"0800";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05/10/2025";"0900";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05/10/2025";"1000";"22,7";"22,7";"22,2";"52,0";"52,0";"50,0";"12,2";"12,3";"11,7";"920,8";"920,8";"920,2";"";"227,0";"";"221,50";"0,0"
"05/10/2025";"1100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05/10/2025";"1200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05/10/2025";"1300";"26,3";"26,3";"25,0";"44,0";"49,0";"44,0";"12,9";"14,3";"12,5";"922,3";"922,3";"922,0";"";"206,0";"";"2486,50";"0,0"
"05/10/2025";"1400";"27,4";"27,5";"26,3";"41,0";"46,0";"40,0";"13,1";"13,7";"12,7";"922,1";"922,3";"922,0";"";"201,0";"";"3030,30";"0,0"
"05/10/2025";"1500";"28,6";"28,8";"27,4";"38,0";"42,0";"36,0";"12,9";"13,6";"12,1";"921,6";"922,1";"921,6";"";"202,0";"";"3344,60";"0,0"
"05/10/2025";"1600";"29,6";"29,6";"28,6";"36,0";"40,0";"34,0";"12,9";"13,6";"11,8";"920,7";"921,6";"920,6";"";"213,0";"";"3408,40";"0,0"
"05/10/2025";"1700";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05/10/2025";"1800";"30,7";"30,7";"30,2";"32,0";"36,0";"31,0";"12,3";"13,5";"11,5";"919,0";"919,8";"919,0";"";"199,0";"";"2719,00";"0,0"
"05/10/2025";"1900";"30,5";"30,8";"30,4";"33,0";"35,0";"31,0";"12,4";"13,5";"11,8";"918,4";"919,0";"918,3";"";"207,0";"";"1868,70";"0,0"
"05/10/2025";"2000";"30,4";"30,9";"30,4";"34,0";"34,0";"32,0";"12,8";"13,2";"12,0";"918,5";"918,5";"918,3";"";"209,0";"";"1395,90";"0,0"
"05/10/2025";"2100";"28,6";"30,4";"28,6";"39,0";"40,0";"33,0";"13,4";"13,6";"12,4";"918,6";"918,6";"918,4";"";"219,0";"";"296,90";"0,0"
"05/10/2025";"2200";"27,5";"28,6";"27,5";"41,0";"41,0";"39,0";"13,2";"13,7";"13,0";"918,5";"918,7";"918,5";"";"234,0";"";"14,80";"0,0"
"05/10/2025";"2300";"27,1";"27,5";"27,1";"42,0";"43,0";"41,0";"13,2";"13,3";"12,9";"918,5";"918,6";"918,4";"";"238,0";"";"";"0,0"
"06/10/2025";"0000";"26,4";"27,0";"26,4";"45,0";"46,0";"42,0";"13,5";"13,8";"13,1";"919,2";"919,2";"918,5";"";"235,0";"";"";"0,0"
"06/10/2025";"0100";"26,4";"26,5";"26,4";"45,0";"45,0";"44,0";"13,3";"13,6";"13,2";"919,3";"919,4";"919,2";"";"228,0";"";"";"0,0"
"06/10/2025";"0200";"25,9";"26,4";"25,9";"46,0";"47,0";"44,0";"13,5";"13,7";"13,0";"919,2";"919,7";"919,2";"";"207,0";"";"";"0,0"
"06/10/2025";"0300";"25,0";"26,0";"25,0";"49,0";"50,0";"46,0";"13,7";"13,8";"13,4";"918,9";"919,2";"918,6";"";"209,0";"";"";"0,0"
"06/10/2025";"0400";"24,7";"25,2";"24,7";"50,0";"51,0";"48,0";"13,7";"13,8";"13,4";"918,5";"919,0";"918,5";"";"209,0";"";"";"0,0"
"06/10/2025";"0500";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06/10/2025";"0600";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06/10/2025";"0700";"23,1";"23,9";"23,1";"59,0";"59,0";"54,0";"14,6";"14,7";"13,9";"916,7";"916,9";"916,4";"";"206,0";"";"";"0,0"
"06/10/2025";"0800";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06/10/2025";"0900";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06/10/2025";"1000";"20,8";"22,9";"20,8";"95,0";"95,0";"74,0";"20,0";"20,0";"18,2";"918,7";"919,2";"918,2";"";"236,0";"";"29,40";"3,4"
"06/10/2025";"1100";"20,4";"20,9";"20,4";"98,0";"98,0";"93,0";"20,1";"20,1";"19,7";"920,2";"920,3";"918,7";"";"238,0";"";"42,90";"7,0"
"06/10/2025";"1200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06/10/2025";"1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06/10/2025";"1400";"14,9";"15,1";"14,1";"100,0";"100,0";"100,0";"14,9";"15,0";"14,1";"921,3";"922,3";"921,3";"";"196,0";"";"670,50";"0,0"
"06/10/2025";"1500";"15,3";"15,6";"14,9";"99,0";"100,0";"99,0";"15,2";"15,5";"14,9";"921,8";"922,0";"921,3";"";"194,0";"";"888,20";"0,0"
"06/10/2025";"1600";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06/10/2025";"1700";"16,8";"17,2";"15,9";"85,0";"96,0";"82,0";"14,3";"15,7";"13,5";"921,3";"921,8";"921,3";"";"195,0";"";"1679,90";"0,2"
"06/10/2025";"1800";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06/10/2025";"1900";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06/10/2025";"2000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06/10/2025";"2100";"16,6";"17,4";"16,5";"92,0";"92,0";"87,0";"15,2";"15,3";"15,1";"922,0";"922,0";"921,5";"";"195,0";"";"217,70";"0,0"
"06/10/2025";"2200";"15,8";"16,6";"15,8";"95,0";"96,0";"91,0";"15,1";"15,2";"15,1";"922,2";"922,3";"921,9";"";"194,0";"";"25,10";"0,0"
"06/10/2025";"2300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07/10/2025";"0000";"15,6";"15,7";"15,5";"97,0";"97,0";"95,0";"15,1";"15,1";"15,0";"923,5";"923,6";"922,7";"";"195,0";"";"";"0,0"
"07/10/2025";"0100";"15,5";"15,6";"15,5";"100,0";"100,0";"97,0";"15,4";"15,4";"15,1";"923,9";"924,0";"923,6";"";"203,0";"";"";"0,0"
"07/10/2025";"0200";"14,1";"15,5";"14,1";"100,0";"100,0";"100,0";"14,1";"15,5";"14,1";"924,1";"924,2";"923,7";"";"205,0";"";"0,30";"0,0"
"07/10/2025";"0300";"13,0";"14,1";"13,0";"100,0";"100,0";"100,0";"13,0";"14,0";"13,0";"924,6";"924,6";"923,9";"";"208,0";"";"";"0,0"
"07/10/2025";"0400";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07/10/2025";"0500";"11,5";"12,0";"11,5";"";"";"";"";"";"";"925,0";"925,0";"924,5";"";"203,0";"";"0,20";"0,0"
"07/10/2025";"0600";"11,3";"11,6";"11,3";"";"";"";"";"";"";"924,7";"925,1";"924,5";"";"201,0";"";"0,90";"0,0"
"07/10/2025";"0700";"10,8";"11,3";"10,7";"";"";"";"";"";"";"924,5";"924,8";"924,1";"";"197,0";"";"0,30";"0,2"
"07/10/2025";"0800";"10,4";"10,8";"10,4";"";"";"";"";"";"";"924,8";"925,2";"924,4";"";"196,0";"";"0,90";"0,0"
"07/10/2025";"0900";"10,1";"10,4";"10,0";"";"";"";"";"";"";"925,4";"925,6";"924,8";"";"195,0";"";"1,90";"0,0"
"07/10/2025";"1000";"9,9";"10,1";"9,9";"";"";"";"";"";"";"926,0";"926,3";"925,3";"";"197,0";"";"45,10";"0,0"
"07/10/2025";"1100";"9,5";"9,9";"9,4";"";"";"";"";"";"";"926,5";"926,6";"925,6";"";"194,0";"";"377,00";"0,0"
"07/10/2025";"1200";"10,4";"10,5";"9,4";"97,0";"100,0";"95,0";"9,9";"10,1";"9,5";"926,6";"926,9";"926,4";"";"195,0";"";"1087,90";"0,0"
"07/10/2025";"1300";"11,1";"11,4";"10,4";"88,0";"98,0";"87,0";"9,2";"10,4";"9,2";"926,7";"926,7";"926,2";"";"195,0";"";"1831,60";"0,0"
"07/10/2025";"1400";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07/10/2025";"1500";"14,8";"14,8";"11,9";"70,0";"88,0";"65,0";"9,4";"11,2";"7,8";"926,5";"926,8";"926,4";"";"196,0";"";"2965,90";"0,0"
"07/10/2025";"1600";"14,9";"15,9";"14,3";"61,0";"73,0";"51,0";"7,4";"9,7";"5,3";"926,4";"926,9";"926,2";"";"195,0";"";"2886,80";"0,0"
"07/10/2025";"1700";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07/10/2025";"1800";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07/10/2025";"1900";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07/10/2025";"2000";"11,6";"12,0";"11,6";"88,0";"90,0";"86,0";"9,8";"10,0";"9,6";"925,4";"925,4";"924,9";"";"194,0";"";"180,00";"0,0"
"07/10/2025";"2100";"11,8";"11,8";"11,6";"88,0";"89,0";"87,0";"9,8";"9,9";"9,5";"925,1";"925,6";"925,0";"";"199,0";"";"87,00";"0,0"
"07/10/2025";"2200";"11,7";"11,8";"11,7";"88,0";"88,0";"86,0";"9,7";"9,8";"9,6";"925,3";"925,3";"925,1";"";"194,0";"";"8,50";"0,0"
"07/10/2025";"2300";"11,7";"11,8";"11,7";"87,0";"88,0";"86,0";"9,6";"9,7";"9,5";"925,7";"925,7";"925,3";"";"195,0";"";"";"0,0"
"08/10/2025";"0000";"11,7";"11,7";"11,6";"86,0";"87,0";"85,0";"9,4";"9,6";"9,3";"926,3";"926,3";"925,6";"";"194,0";"";"";"0,0"
"08/10/2025";"0100";"11,7";"11,8";"11,7";"84,0";"86,0";"83,0";"9,0";"9,4";"9,0";"926,9";"926,9";"926,2";"";"196,0";"";"";"0,0"
"08/10/2025";"0200";"11,6";"11,8";"11,6";"83,0";"84,0";"82,0";"8,8";"9,0";"8,8";"926,8";"927,0";"926,6";"";"194,0";"";"";"0,0"
"08/10/2025";"0300";"11,3";"11,7";"11,3";"85,0";"85,0";"83,0";"8,8";"8,9";"8,7";"926,4";"926,8";"926,4";"";"194,0";"";"";"0,0"
"08/10/2025";"0400";"11,1";"11,3";"11,1";"85,0";"85,0";"84,0";"8,6";"8,8";"8,6";"926,1";"926,5";"926,0";"";"194,0";"";"";"0,0"
"08/10/2025";"0500";"10,9";"11,1";"10,8";"86,0";"86,0";"85,0";"8,6";"8,6";"8,5";"925,7";"926,1";"925,7";"";"195,0";"";"";"0,0"
"08/10/2025";"0600";"10,7";"10,9";"10,7";"87,0";"87,0";"86,0";"8,6";"8,7";"8,6";"925,7";"925,9";"925,5";"";"195,0";"";"";"0,0"
"08/10/2025";"0700";"10,6";"10,9";"10,6";"86,0";"87,0";"84,0";"8,3";"8,6";"8,3";"925,6";"925,7";"925,4";"";"201,0";"";"";"0,0"
"08/10/2025";"0800";"10,5";"10,7";"10,3";"87,0";"89,0";"85,0";"8,4";"8,5";"8,3";"925,7";"925,8";"925,6";"";"204,0";"";"";"0,0"
"08/10/2025";"0900";"10,8";"10,8";"10,4";"86,0";"87,0";"86,0";"8,5";"8,5";"8,3";"926,4";"926,4";"925,7";"";"212,0";"";"";"0,0"
"08/10/2025";"1000";"12,1";"12,1";"10,7";"81,0";"87,0";"79,0";"8,8";"8,9";"8,5";"927,0";"927,0";"926,3";"";"232,0";"";"275,90";"0,0"
"08/10/2025";"1100";"13,6";"13,6";"12,0";"76,0";"81,0";"75,0";"9,5";"10,0";"8,8";"927,5";"927,5";"927,0";"";"235,0";"";"629,80";"0,0"
"08/10/2025";"1200";"15,5";"15,5";"13,6";"73,0";"78,0";"72,0";"10,7";"10,8";"9,4";"927,8";"928,0";"927,5";"";"248,0";"";"1117,20";"0,0"
"08/10/2025";"1300";"16,0";"16,3";"15,5";"73,0";"74,0";"70,0";"11,2";"11,4";"10,4";"928,3";"928,4";"927,8";"";"245,0";"";"1057,10";"0,0"
"08/10/2025";"1400";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"08/10/2025";"1500";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"08/10/2025";"1600";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"08/10/2025";"1700";"16,1";"16,3";"15,7";"74,0";"77,0";"73,0";"11,5";"12,0";"11,2";"927,5";"928,2";"927,4";"";"220,0";"";"1115,50";"0,0"
"08/10/2025";"1800";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"08/10/2025";"1900";"16,0";"16,4";"15,8";"80,0";"82,0";"75,0";"12,5";"12,8";"11,8";"926,8";"927,7";"926,8";"";"248,0";"";"431,50";"0,0"
"08/10/2025";"2000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"08/10/2025";"2100";"15,2";"15,6";"15,2";"83,0";"84,0";"79,0";"12,4";"12,6";"12,0";"926,8";"926,9";"926,5";"";"233,0";"";"104,90";"0,0"
"08/10/2025";"2200";"14,6";"15,2";"14,6";"90,0";"90,0";"82,0";"13,0";"13,0";"12,2";"927,6";"927,7";"926,7";"";"220,0";"";"2,10";"0,2"
"08/10/2025";"2300";"14,4";"14,6";"14,4";"93,0";"93,0";"90,0";"13,3";"13,3";"12,9";"927,7";"928,0";"927,5";"";"245,0";"";"";"0,0"
"09/10/2025";"0000";"14,0";"14,4";"14,0";"91,0";"95,0";"91,0";"12,6";"13,6";"12,6";"927,9";"928,1";"927,5";"";"246,0";"";"";"0,0"
"09/10/2025";"0100";"13,6";"14,0";"13,6";"90,0";"91,0";"89,0";"12,0";"12,4";"12,0";"928,0";"928,2";"927,7";"";"241,0";"";"";"0,0"
"09/10/2025";"0200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
